tweet-sno-1200	Q0	vclaim-sno-lady-gaga-oreo	1	26.889519601707654	SimBa
tweet-sno-1200	Q0	vclaim-sno-basic-instinct	1	25.319916848512715	SimBa
tweet-sno-1200	Q0	vclaim-sno-black-raspberry-chocolate-chip-oreos	1	24.405618194918183	SimBa
tweet-sno-1200	Q0	vclaim-sno-oreos-fake-tweet	1	22.994840946509445	SimBa
tweet-sno-1200	Q0	vclaim-sno-insider-spider	1	22.93459295800757	SimBa
tweet-sno-1201	Q0	vclaim-sno-biden-executive-order-dictator	1	40.29411359760736	SimBa
tweet-sno-1201	Q0	vclaim-sno-biden-signing-blank-papers	1	33.9366476511071	SimBa
tweet-sno-1201	Q0	vclaim-sno-biden-violate-mask-mandate	1	30.818702971331135	SimBa
tweet-sno-1201	Q0	vclaim-sno-mitch-mcconnell-one-of-my-proudest-moments	1	30.737451719397765	SimBa
tweet-sno-1201	Q0	vclaim-sno-power-grid-executive-order	1	28.739994169257027	SimBa
tweet-sno-1202	Q0	vclaim-sno-biden-executive-order-dictator	1	37.79486680469789	SimBa
tweet-sno-1202	Q0	vclaim-sno-jimmy-carter-functioning-democracy	1	26.010680197892615	SimBa
tweet-sno-1202	Q0	vclaim-sno-biden-signing-blank-papers	1	25.663983052239768	SimBa
tweet-sno-1202	Q0	vclaim-sno-trump-voter-interference	1	25.44096679693626	SimBa
tweet-sno-1202	Q0	vclaim-sno-trump-order-popular-vote-winner	1	24.814410512046337	SimBa
tweet-sno-1203	Q0	vclaim-sno-farmers-protest-india-flag	1	34.881933015025425	SimBa
tweet-sno-1203	Q0	vclaim-sno-indian-flag-capitol-riots	1	27.555675153771094	SimBa
tweet-sno-1203	Q0	vclaim-sno-capture-the-flag	1	25.908545991497487	SimBa
tweet-sno-1203	Q0	vclaim-sno-welcome-to-calexico	1	25.51083440256741	SimBa
tweet-sno-1203	Q0	vclaim-sno-fathers-day-protest-photo	1	25.272679252169628	SimBa
tweet-sno-1204	Q0	vclaim-sno-biden-bans-china-virus	1	46.82976050872376	SimBa
tweet-sno-1204	Q0	vclaim-sno-power-grid-executive-order	1	33.41515944567778	SimBa
tweet-sno-1204	Q0	vclaim-sno-biden-abortion-exec-order	1	32.50639199744088	SimBa
tweet-sno-1204	Q0	vclaim-sno-trump-executive-order-biden	1	28.17509679945886	SimBa
tweet-sno-1204	Q0	vclaim-sno-trump-ban-travel-china-pandemic	1	27.898098418862787	SimBa
tweet-sno-1205	Q0	vclaim-sno-trump-office-former-president	1	35.20823650685368	SimBa
tweet-sno-1205	Q0	vclaim-sno-trump-twitter-john-barron-1946	1	30.788169163256615	SimBa
tweet-sno-1205	Q0	vclaim-sno-donald-trump-goya-beans	1	29.112621490953067	SimBa
tweet-sno-1205	Q0	vclaim-sno-sag-letter-president-trump	1	28.69848991390182	SimBa
tweet-sno-1205	Q0	vclaim-sno-trump-faith-based-initiative	1	27.724422367101692	SimBa
tweet-sno-1206	Q0	vclaim-sno-trump-office-former-president	1	42.46759622494244	SimBa
tweet-sno-1206	Q0	vclaim-sno-trump-twitter-john-barron-1946	1	35.6964824657928	SimBa
tweet-sno-1206	Q0	vclaim-sno-trump-faith-based-initiative	1	33.29281679360403	SimBa
tweet-sno-1206	Q0	vclaim-sno-donald-trump-remain-apprentice-inauguration	1	31.984630751490705	SimBa
tweet-sno-1206	Q0	vclaim-sno-obama-trump-transition-letter	1	30.306963915707083	SimBa
tweet-sno-1207	Q0	vclaim-sno-cocaine-smuggled-in-bananas	1	33.214448017586456	SimBa
tweet-sno-1207	Q0	vclaim-sno-seattle-crochet-cocaine	1	29.000739618396175	SimBa
tweet-sno-1207	Q0	vclaim-sno-mexico-seizes-us-cocaine	1	25.012946967193038	SimBa
tweet-sno-1207	Q0	vclaim-sno-cocaine-mitch	1	24.37110719737867	SimBa
tweet-sno-1207	Q0	vclaim-sno-capri-cocaine	1	24.05374712038103	SimBa
tweet-sno-1208	Q0	vclaim-sno-national-guard-parking-garage	1	31.855949720447	SimBa
tweet-sno-1208	Q0	vclaim-sno-marines-corps-rebuke-pelosi	1	26.193724638399015	SimBa
tweet-sno-1208	Q0	vclaim-sno-biden-dogs-kicked-out-white-house	1	25.57934238983689	SimBa
tweet-sno-1208	Q0	vclaim-sno-biden-troops-stupid-bastards	1	24.725392018086843	SimBa
tweet-sno-1208	Q0	vclaim-sno-was-biden-refused-service-in-2012	1	24.669644311439246	SimBa
